ZipCode,CAAGI,Population,CAAGI_per_capita
93314,1426274564,33619,42424.65760433088
93401,1481492812,29877,49586.39796498979
93402,555176425,14500,38288.02931034483
93405,638706502,23331,27375.873387338735
93409,1203,3806,0.3160798738833421
93410,539834,7929,68.08349098246941
93420,1429299166,30540,46800.88952193844
93422,1109576253,33041,33581.79997578766
93424,106977828,1256,85173.42993630574
93426,34778809,1260,27602.229365079365
93427,235711147,5864,40196.30746930423
93428,253754413,5951,42640.63401109057
93429,2694697,153,17612.398692810457
93430,131893132,2849,46294.535626535624
93432,53098267,1174,45228.50681431005
93433,362042421,12643,28635.800126552243
93434,158059504,8120,19465.456157635468
93436,1203663104,56730,21217.400035254715
93437,19778843,3560,5555.854775280899
93440,69878305,2048,34120.26611328125
93441,76055021,1295,58729.74594594594
93442,376412713,11390,33047.648200175594
93444,838750941,22293,37623.96003229713
93445,137450594,7040,19524.232102272726
93446,1370456484,45979,29806.139411470453
93449,438758290,8096,54194.452816205536
93450,17143701,541,31688.911275415896
93451,109704794,4820,22760.33070539419
93452,9716228,522,18613.463601532567
93453,72515236,3045,23814.527422003284
93454,820951612,40994,20026.140703517587
93455,1574272412,45282,34765.96466587165
93458,908513546,59927,15160.337510637943
93460,435712420,5728,76067.1124301676
93461,29479544,1503,19613.801729873587
93463,417857025,8731,47859.01099530409
93465,458101923,10121,45262.515858116785
93501,70391752,5772,12195.38322938323
93505,184222947,14880,12380.57439516129
93510,302438248,7591,39841.68726123041
93512,4114618,243,16932.584362139918
93513,42749737,1870,22860.82192513369
93514,397401812,14361,27672.293851403105
93516,27956311,2114,13224.366603595081
93517,20313462,768,26449.8203125
93518,18491561,1138,16249.174868189806
93519,378043,64,5906.921875
93522,274265,37,7412.5675675675675
93523,30550251,3293,9277.331005162467
93524,901662,80,11270.775
93526,17681162,628,28154.716560509554
93527,54272041,2315,23443.646220302377
93528,1234719,113,10926.716814159292
93529,16822559,619,27176.99353796446
93530,969932,71,13661.014084507042
93531,25885912,531,48749.36346516007
93532,71871405,2373,30287.14917825537
93534,695636717,43906,15843.773447820344
93535,1193411188,82149,14527.397631133672
93536,2051692307,74283,27619.944092187983
93541,12234675,488,25071.055327868853
93543,227600201,14132,16105.307175205207
93544,21521406,1126,19113.14920071048
93545,40349125,2072,19473.51592664093
93546,305069564,8545,35701.52884727911
93549,5871646,235,24985.72765957447
93550,1191863173,82379,14468.04614039986
93551,1750110576,56001,31251.416510419458
93552,766242362,42468,18042.81722708863
93553,37626851,1921,19587.11660593441
93554,1787225,45,39716.11111111111
93555,927829657,32810,28278.867936604693
93558,249272,51,4887.686274509804
93560,478947506,21581,22193.01728372179
93561,858795273,31091,27621.989418159596
93562,22452661,1633,13749.333129210043
93563,1485501,143,10388.11888111888
93581,55597180,3660,15190.486338797815
93591,95784748,7450,12857.013154362416
93601,57310587,1858,30845.310548977395
93602,90557074,3402,26618.775426219872
93603,2136983,280,7632.082142857143
93604,14640032,627,23349.333333333332
93605,5488217,144,38112.618055555555
93606,19031812,1352,14076.784023668639
93608,14599330,1173,12446.14663256607
93609,104597233,5694,18369.728310502283
93610,359057699,23859,15049.15122176118
93611,1638051381,47041,34821.780595650605
93612,676638401,37368,18107.4288428602
93614,320957930,11574,27730.94263003283
93615,57712776,5373,10741.25739810162
93616,35619450,2225,16008.741573033707
93618,490044852,30709,15957.694877723143
93619,2528664183,50032,50540.93746002558
93620,175266404,10311,16998.002521578896
93621,8700415,520,16731.56730769231
93622,173865938,9884,17590.64528530959
93623,1356565,75,18087.533333333333
93624,12933952,806,16047.086848635236
93625,210274776,8194,25662.042470100074
93626,117149214,2132,54948.03658536585
93627,1436609,188,7641.537234042553
93628,5320480,329,16171.671732522796
93630,398163883,21103,18867.64360517462
93631,510675623,16843,30319.75437867363
93633,1644651,37,44450.02702702703
93634,483900,55,8798.181818181818
93635,987118022,48510,20348.75328798186
93636,553969962,14004,39557.980719794345
93637,839819637,40202,20889.996442963038
93638,668241546,51106,13075.59867725903
93640,139645897,13865,10071.828128380816
93641,7812141,587,13308.587734241908
93643,69792840,3130,22298.031948881788
93644,205860466,7751,26559.213778867244
93645,13332563,297,44890.78451178451
93646,135153639,10492,12881.589687380862
93647,121903807,11143,10939.94498788477
93648,194215459,15393,12617.128499967517
93650,92100300,3744,24599.4391025641
93651,66290612,1445,45875.85605536332
93652,9402388,410,22932.653658536587
93653,29166713,1050,27777.821904761906
93654,564470769,30620,18434.70832789027
93656,110654300,6459,17131.800588326365
93657,868982483,37464,23195.133541533207
93660,54225118,4173,12994.277018931225
93662,512836333,30774,16664.597809839473
93664,30710262,614,50016.71335504886
93665,8558025,537,15936.731843575419
93666,11580970,668,17336.78143712575
93667,62876938,2294,27409.301656495205
93668,36736600,1054,34854.45920303605
93669,4169006,316,13193.056962025317
93670,1976548,80,24706.85
93673,12622125,667,18923.72563718141
93675,67929694,3820,17782.642408376963
93701,95916413,12037,7968.464982969178
93702,447034455,45741,9773.167508362301
93703,389750549,34840,11186.869948335247
93704,774569411,28573,27108.43842088685
93705,519241354,38125,13619.445350819673
93706,453420779,40965,11068.492103014769
93710,594151562,30552,19447.223160513222
93711,2184060686,37901,57625.410569641965
93720,1942064690,47814,40617.07219642783
93721,75558892,7899,9565.62754779086
93722,1843153745,87364,21097.405624742456
93723,362905529,12037,30149.167483592257
93725,389422103,26162,14885.028017735647
93726,602389100,42366,14218.691875560591
93727,1637296389,83212,19676.205222804405
93728,239981555,16191,14821.910629361992
93730,1061808106,13687,77577.85533718127
93737,249232369,6596,37785.38038204973
93740,479036,1213,394.9183841714757
93901,810455908,29700,27288.077710437712
93905,1019548952,64209,15878.59882570979
93906,1371805296,66381,20665.63167171329
93907,719986511,23315,30880.828265065407
93908,1022654811,13188,77544.34417652412
93920,31771376,1140,27869.62807017544
93921,300950520,2956,101810.05412719892
93923,1084828149,12338,87925.76989787648
93924,479974908,6609,72624.43758511121
93925,38548978,1515,25444.8699669967
93926,225902901,9187,24589.40905627517
93927,340621166,19976,17051.520124148978
93928,6764182,259,26116.532818532818
93930,325759978,16206,20101.195729976553
93932,18723737,533,35128.962476547844
93933,790740187,27218,29052.104746858695
93940,1320527782,30454,43361.39035923032
93943,3305210,55,60094.72727272727
93944,6557791,3395,1931.60265095729
93950,732340916,15082,48557.281262432036
93953,728364000,4271,170537.11074689767
93954,5563348,371,14995.547169811322
93955,689026740,32703,21069.221172369507
93960,439468875,26093,16842.405051163147
93962,61886956,692,89432.01734104047
94002,3083468200,28513,108142.53849121454
94005,379491638,4836,78472.21629445822
94010,10941741850,44045,248421.88330116926
94014,1556835818,48677,31982.986174168498
94015,2356150099,63489,37111.154672462944
94018,346582575,3513,98657.15200683176
94019,1502227727,15483,97024.33165407222
94020,110247916,1732,63653.5311778291
94021,7637696,171,44664.88888888889
94022,9122810538,20842,437712.8172920065
94024,6908293794,23263,296964.87099686195
94025,9480346622,42354,223835.92156584974
94027,7012380000,7270,964563.9614855571
94028,3610359987,6904,522937.4256952491
94030,1764014665,23212,75995.80669481303
94037,249696250,2811,88828.2639630025
94038,184083470,3176,57960.790302267
94040,4364249718,36501,119565.20966548861
94041,2092612366,15604,134107.43181235582
94043,3441544895,31414,109554.49465206596
94044,2352236853,38675,60820.60382676147
94060,59664011,1513,39434.243886318574
94061,2866606280,36704,78100.6506102877
94062,7357852330,26689,275688.57319494925
94063,1630171037,35836,45489.75993414444
94065,2765050325,12781,216340.68734840778
94066,2205467721,44147,49957.363376899906
94070,4931019588,31585,156119.03080576222
94074,14434307,282,51185.485815602835
94080,3159418049,66592,47444.40847248919
94085,2045375335,24031,85114.03333194624
94086,4635036557,50175,92377.410204285
94087,6665189272,58344,114239.49801179212
94089,1658191504,23255,71304.73033756182
94102,1742754688,39432,44196.45688780686
94103,2467172970,37843,65194.96260867267
94104,2658679614,576,4615763.21875
94105,3151841553,14841,212373.93389933291
94107,4317766985,34012,126948.34132071034
94108,991955985,13097,75739.17576544247
94109,4888149338,58501,83556.68002256371
94110,6183368609,68336,90484.78999356122
94111,1340250095,4306,311251.7638179285
94112,3016917778,79314,38037.64503114204
94114,6192983153,33683,183860.7948520025
94115,5447591318,35853,151942.41257356427
94116,2990925412,44092,67833.74335480359
94117,5046375876,38451,131241.73301084497
94118,6353000994,42356,149990.5797053546
94121,3666959023,43115,85050.65575785689
94122,3898664901,57160,68206.1739153254
94123,5762478751,26131,220522.70295817227
94124,1047152796,39445,26547.161769552542
94127,2762022131,20686,133521.32509910085
94128,22583739,2,11291869.5
94129,750103106,3647,205676.74965725254
94130,38722429,2747,14096.261012013105
94131,4309383687,28810,149579.44071502952
94132,1221850862,27723,44073.544060888074
94133,2044927679,26751,76443.0368584352
94134,1336552672,41695,32055.46641084063
94158,1155829664,11327,102041.99382007592
94188,270007266,3,90002422.0
94301,12803317216,17299,740118.9210937049
94303,4765590010,48281,98705.28800149127
94304,1826510659,4569,399761.5799956227
94305,1033083450,20961,49285.98110777158
94306,5240291648,28659,182849.77312537073
94401,2008912812,35249,56992.05117875685
94402,4458891327,25879,172297.66710460218
94403,3831932665,45057,85046.33386599197
94404,4058665963,37323,108744.36575302093
94501,3545385435,64116,55296.422655811344
94502,1084563059,14164,76571.8059164078
94503,741727476,22069,33609.47374144728
94505,840061428,15445,54390.51006798317
94506,3605265967,25361,142157.87890856038
94507,3280337692,15495,211702.9810906744
94508,112816331,3233,34895.24621094958
94509,1564109773,69931,22366.472279818678
94510,1448246397,27174,53295.29686465003
94511,63736406,2131,29909.153449084937
94512,2824077,86,32838.104651162794
94513,2996059375,67394,44455.87700685521
94514,53400768,1248,42789.07692307692
94515,297864122,6834,43585.61925665789
94516,7680663,212,36229.54245283019
94517,914704332,12525,73030.28598802396
94518,1172154153,27209,43079.6483884009
94519,699586390,18677,37457.107137120525
94520,1022670653,38383,26643.843706849388
94521,1911733281,42885,44578.13410283316
94523,1984414705,35272,56260.33978793377
94525,133410950,3288,40575.106447688566
94526,3987414623,33064,120596.8613295427
94528,423376967,1054,401685.92694497155
94530,1522215827,26360,57747.18615326252
94531,1434199980,45342,31630.717215826386
94533,1969916233,77380,25457.692336521064
94534,2061971322,42296,48750.97697181767
94535,27028136,4259,6346.122563982155
94536,4561683118,73172,62341.92201935167
94538,3641419829,66424,54820.845311935445
94539,6417845076,54026,118791.78684337171
94541,2054254022,69736,29457.58319949524
94542,945554619,15691,60260.9533490536
94544,2369511894,79769,29704.67091225915
94545,1265489589,33786,37456.03471852247
94546,2165982746,46687,46393.70158716559
94547,1103142469,26016,42402.46267681427
94548,30626259,420,72919.66428571429
94549,4575464984,28637,159774.5917519293
94550,3590276443,49959,71864.45771532657
94551,2178276440,40358,53973.84508647604
94552,1111189977,14721,75483.3215814143
94553,2255649809,49756,45334.227208778844
94555,2879226303,36887,78055.31225092852
94556,1693432154,16134,104960.46572455684
94558,3341465383,65473,51035.776320009776
94559,1135667341,28137,40362.062089064224
94560,2837774893,47533,59701.15273599394
94561,1483456388,44545,33302.42200022449
94562,44048254,1,44048254.0
94563,3990920392,19496,204704.57488715634
94564,726701576,19024,38199.19974768713
94565,2413119785,100341,24049.19011171904
94566,4804484675,45055,106635.99323049607
94567,47959441,633,75765.30963665087
94568,5388520509,72590,74232.27040914727
94569,9101329,210,43339.6619047619
94571,334688269,10439,32061.334323211035
94572,271239292,9622,28189.491997505716
94573,125992933,96,1312426.3854166667
94574,920033082,8317,110620.78658170013
94575,1452110,933,1556.3879957127544
94576,4659054,141,33042.936170212764
94577,1817754334,48868,37197.23201276909
94578,1111925995,40957,27148.619161559684
94579,730410360,21869,33399.34884997028
94580,970920475,29590,32812.45268671848
94582,4285613443,49311,86909.88710429722
94583,3190766022,38444,82997.7635521798
94585,836549769,29764,28106.093569412715
94586,99892073,943,105930.08801696713
94587,3466525525,70121,49436.33897120691
94588,3118545316,36398,85679.02950711577
94589,718096377,32290,22238.97110560545
94590,855543723,39981,21398.757484805283
94591,1887482777,56305,33522.47184086671
94592,52752809,1082,48754.90665434381
94595,1229506946,17716,69400.93395800407
94596,1719762274,22861,75226.90494729014
94597,1511004957,23661,63860.570432357046
94598,2416202117,26826,90069.41463505554
94599,212140093,3540,59926.579943502824
94601,1059355433,54166,19557.571779344977
94602,1682474892,29702,56645.17177294458
94603,704213847,36681,19198.327390202012
94605,1619843604,44294,36570.27145888834
94606,1044107832,40768,25610.96526687598
94607,1120813414,31067,36077.297904528925
94608,1680126691,33073,50800.55304931515
94609,1244586583,23578,52785.926838578336
94610,2647585802,31261,84692.93375131954
94611,5329638443,40262,132373.91195171626
94612,1061206524,19773,53669.474738279474
94613,3101599,346,8964.158959537572
94618,2303036138,16946,135904.41036232738
94619,1377028433,24867,55375.73623677967
94621,549321921,35816,15337.333063435337
94702,902757132,17637,51185.41316550434
94703,1046826665,20805,50316.10982936794
94704,442043009,25259,17500.416049724852
94705,1639387518,13591,120623.02391288352
94706,1117608306,21134,52882.00558342008
94707,1779370675,12781,139219.98865503483
94708,1404666870,11553,121584.59880550507
94709,559145944,12514,44681.6320920569
94710,469064459,9552,49106.413211892796
94720,3442923,7478,460.40692698582507
94801,721246517,33486,21538.74804395867
94803,936688440,26457,35404.18188003175
94804,1213531945,45108,26902.80981200674
94805,523536135,14958,35000.41014841556
94806,1485977140,64589,23006.659647927667
94901,3001072011,43338,69248.0504637962
94903,2026967650,30514,66427.46444255096
94904,2551562119,12718,200626.0511872936
94920,3802465626,13010,292272.5308224443
94922,15825138,176,89915.55681818182
94923,91571109,1287,71150.82284382284
94924,246811291,1507,163776.5700066357
94925,1127041675,10204,110450.96775774207
94928,1448815869,47062,30785.25921125324
94929,17439710,227,76826.91629955947
94930,565311183,8729,64762.42215603162
94931,375758920,9119,41206.15418357276
94933,37582162,1226,30654.292006525284
94937,56293956,935,60207.43957219251
94938,29035495,683,42511.70571010249
94939,1186514796,7465,158943.7101138647
94940,13660784,319,42823.774294670846
94941,4851828852,31480,154124.16937738247
94945,1032793502,17876,57775.425262922356
94946,82185020,624,131706.7628205128
94947,1436626167,24870,57765.42689987937
94949,1142578826,17588,64963.54480327496
94950,4590602,60,76510.03333333334
94951,227672226,4172,54571.48274209013
94952,1729477195,33619,51443.44552187751
94954,1647280181,38301,43008.80345160701
94956,57069386,1684,33889.184085510686
94957,1432881732,1858,771195.7653390743
94960,1807468395,15920,113534.44692211055
94963,44419133,506,87784.84782608696
94964,16562693,4264,3884.308864915572
94965,1496583040,11447,130740.19743164149
94970,66928221,620,107948.7435483871
94971,14225492,372,38240.56989247312
94972,12763160,146,87418.90410958904
94973,87196151,1516,57517.25
95002,87167652,2039,42750.19715546837
95003,1559814408,24706,63135.044442645514
95004,161227335,4348,37080.803817847285
95005,302527512,6551,46180.35597618684
95006,403506037,9454,42680.985508779355
95007,24448715,883,27688.238958097394
95008,3903188253,49038,79595.1762510706
95010,501369804,9080,55216.93876651982
95012,219727006,11858,18529.853769607016
95013,8204814,108,75970.5
95014,7969256866,62585,127334.9343452904
95017,24082716,969,24853.164086687306
95018,358988683,8003,44856.76408846682
95019,172270102,6603,26089.671664394973
95020,2817567808,68090,41380.05298869144
95023,1982720158,56973,34801.048882804134
95030,3839292580,13585,282612.6301067354
95032,4216410067,28109,150002.136931232
95033,988781029,9565,103374.91155253528
95035,5313803958,80440,66059.22374440577
95037,3632101288,53126,68367.67850016941
95039,44434509,1617,27479.597402597403
95041,24476112,602,40657.993355481725
95043,24102555,709,33995.14104372355
95045,171344595,4323,39635.5759888966
95046,378352483,6361,59480.03191322119
95050,2380754758,39031,60996.509389972074
95051,5377914792,61466,87494.13971951974
95053,2011463,2582,779.0329202168862
95054,2481702302,25024,99172.88610933504
95060,2946143371,47931,61466.34476643508
95062,1753376995,36268,48345.01475129591
95064,40998607,8806,4655.758233022939
95065,480294803,8444,56880.00982946471
95066,1069339489,15483,69065.39359297293
95070,8543553756,32419,263535.38838335546
95073,644458541,10549,61091.90833254337
95075,41732359,470,88792.25319148936
95076,2219885031,84433,26291.675423116554
95110,884850901,20495,43173.988826543056
95111,1706720499,60593,28166.9582129949
95112,2078069102,60754,34204.64664055042
95113,228335057,2658,85904.83709556058
95116,1170503831,51222,22851.58390925774
95117,1527627485,30137,50689.43441616617
95118,2102128755,32764,64159.71050543279
95119,636735251,10050,63356.74139303483
95120,4944268124,38341,128955.11655929683
95121,1544328168,37609,41062.72881491132
95122,1330581857,54056,24614.87821888412
95123,3654446238,70040,52176.55965162764
95124,4363127925,50054,87168.41661006113
95125,5227234087,54000,96800.63124074074
95126,2396196802,37372,64117.43556673446
95127,2184356868,63749,34264.95894837566
95128,1466745763,34776,42176.95430756844
95129,3855262960,41819,92189.26707955713
95130,1062467963,13584,78214.66158716136
95131,1996366164,30975,64450.88503631961
95132,2346026845,40426,58032.62368277841
95133,1405396907,30080,46721.97164228724
95134,2698020247,29746,90701.95142203994
95135,2010219146,20734,96952.78991029227
95136,2495548598,45971,54285.27980683474
95138,2846064209,19530,145727.81408090118
95139,400015660,6764,59138.92075694855
95140,27776376,276,100639.04347826086
95148,2384707485,45819,52046.257775158774
95202,71930408,6949,10351.188372427687
95203,264313968,18064,14632.084145261293
95204,714063085,30719,23244.99772127999
95205,544433692,40720,13370.179076620825
95206,1194790994,69350,17228.420966113914
95207,1146871465,52465,21859.74392452111
95209,1155404542,44660,25871.12722794447
95210,637025935,41378,15395.280946396635
95211,387358,1832,211.43995633187774
95212,823722995,30111,27356.215170535685
95215,431234502,27118,15902.149937311011
95219,1320545798,29392,44928.74925149701
95220,269640851,7241,37238.068084518716
95221,39706612,549,72325.34061930783
95222,135556373,4888,27732.48220130933
95223,131152203,4050,32383.26
95224,12099143,367,32967.692098092644
95225,18559454,605,30676.78347107438
95226,1095829,48,22829.770833333332
95227,55531323,1009,55035.99900891972
95228,179477739,4571,39264.436447166925
95230,18314129,786,23300.418575063613
95231,82306620,4808,17118.68136439268
95232,5195676,170,30562.8
95233,9840066,363,27107.619834710742
95236,198804627,4476,44415.68967828418
95237,109908105,3259,33724.487572875114
95240,1025222372,49102,20879.442222312737
95242,1018556721,27341,37253.82103800154
95245,44628013,2126,20991.53951081844
95246,33966438,1307,25988.093343534812
95247,154950980,3963,39099.414584910424
95248,6642526,266,24971.9022556391
95249,101736632,3983,25542.71453678132
95251,20082375,753,26669.820717131475
95252,418699741,14260,29361.83316970547
95253,20099866,286,70279.25174825174
95254,25535862,525,48639.73714285714
95255,30987068,1956,15842.059304703476
95257,8793679,454,19369.337004405286
95258,233873193,4054,57689.490133201776
95301,920067989,40886,22503.25267817835
95303,20064703,722,27790.447368421053
95304,603690341,16210,37241.84706971006
95305,6051167,416,14546.07451923077
95306,28373076,936,30313.115384615383
95307,911696985,46346,19671.53551547059
95309,6559798,9,728866.4444444445
95310,67615346,1794,37689.71348940914
95311,34941695,1997,17497.093139709563
95312,6307287,251,25128.63346613546
95313,33995085,1351,25162.905255366397
95315,216227308,12875,16794.354019417475
95316,237997904,7206,33027.741326672214
95317,22043445,750,29391.26
95318,12745963,413,30861.89588377724
95319,39589450,2130,18586.596244131455
95320,413761128,13148,31469.51080012169
95321,108659122,3745,29014.451802403204
95322,199068298,10381,19176.21597148637
95323,50989829,1266,40276.32622432859
95324,232684134,7148,32552.341074426415
95325,1260065,47,26809.893617021276
95326,334194985,10429,32044.777543388627
95327,142428826,8837,16117.327826185357
95328,77376046,3925,19713.64229299363
95329,64629364,2747,23527.253003276302
95330,898837747,29065,30925.090211594703
95333,57541559,2752,20908.996729651164
95334,302279521,16594,18216.193865252502
95335,8543726,412,20737.199029126212
95336,1392544987,47281,29452.52822486834
95337,1411854266,44476,31744.182615343107
95338,263947254,11019,23953.830111625375
95340,899218133,38606,23292.18600735637
95341,435647284,33194,13124.278002048562
95345,12933741,633,20432.450236966826
95346,31073060,1106,28094.990958408678
95348,660746465,35066,18842.938031141275
95350,1256155415,55344,22697.22851618965
95351,692049880,48668,14219.813429769047
95354,542839406,26765,20281.68899682421
95355,1795252720,62337,28799.15170765356
95356,1330465113,33070,40231.78448745086
95357,437857290,12692,34498.683422628426
95358,676663158,32131,21059.51131306215
95360,279789548,13892,20140.336020731356
95361,1109527186,35019,31683.57708672435
95363,694576415,29309,23698.400320720597
95364,8249778,24,343740.75
95365,63771879,4502,14165.233007552199
95366,854294751,18239,46838.90295520588
95367,612863864,25421,24108.566303449905
95368,389133850,13896,28003.299510650548
95369,19183363,816,23509.023284313724
95370,792314980,28090,28206.30046279815
95372,99987250,1838,54400.027203482045
95374,29829900,1856,16072.144396551725
95376,1502363143,53781,27934.830944013684
95377,1343371660,34590,38836.99508528476
95379,86889868,3816,22769.881551362683
95380,855897510,42912,19945.41177293065
95382,1182028306,38702,30541.788693090795
95383,148797639,4157,35794.476545585756
95385,6372324,515,12373.444660194175
95386,235572511,10750,21913.721953488373
95387,18678780,739,25275.75101488498
95388,205881327,13878,14835.086251621271
95389,20470560,594,34462.22222222222
95391,1157502175,24709,46845.367072726534
95401,1154438898,37272,30973.355280103027
95403,1769911718,44705,39590.911933788164
95404,1948720018,38034,51236.26276489457
95405,991317595,22015,45029.18896207131
95407,1000905384,42504,23548.498588368155
95409,1303769944,27741,46997.9432608774
95410,22130218,974,22720.963039014372
95412,5916644,275,21515.06909090909
95415,34366065,1496,22971.9685828877
95417,2464162,168,14667.630952380952
95419,6560612,192,34169.854166666664
95420,8585028,396,21679.363636363636
95421,41024645,1409,29116.142654364798
95422,169330239,17017,9950.651642475172
95423,51572789,4232,12186.386814744801
95425,390449132,11252,34700.42054745823
95426,46121206,1921,24008.956793336805
95427,8134897,492,16534.343495934958
95428,31780917,3017,10533.94663573086
95429,1318548,106,12439.132075471698
95430,4949412,45,109986.93333333333
95432,11220788,443,25329.09255079007
95435,7699011,53,145264.35849056602
95436,211128640,5265,40100.40645773979
95437,322177341,14608,22054.856311610078
95439,30902130,747,41368.31325301205
95441,99204223,1915,51803.77180156658
95442,235987077,2955,79860.26294416243
95443,2992619,134,22332.9776119403
95444,60191420,710,84776.64788732394
95445,110772796,2362,46897.88145639289
95446,143355333,4690,30566.16908315565
95448,1113303564,16245,68532.07534626039
95449,36748796,1422,25843.03516174402
95450,19033722,372,51165.91935483871
95451,269776377,11747,22965.555205584405
95452,85283750,1141,74744.74145486415
95453,273003473,11978,22792.074887293373
95454,42659103,2796,15257.18991416309
95456,32117324,798,40247.2731829574
95457,66240260,3231,20501.473228102754
95458,38243341,3394,11267.926045963464
95459,13958152,581,24024.35800344234
95460,116098845,2364,49111.18654822335
95461,79705408,2689,29641.282261063592
95462,37708247,1249,30190.750200160128
95463,9100174,218,41743.91743119266
95464,34610780,2725,12701.203669724771
95465,97171802,1959,49602.75752935171
95466,32043068,1219,26286.356029532402
95467,180102144,6031,29862.733211739345
95468,29971149,1398,21438.590128755364
95469,42174942,1855,22735.817789757413
95470,159068316,6041,26331.45439496772
95471,7771751,677,11479.69128508124
95472,1377395728,28430,48448.671403447064
95476,1923851291,34575,55642.842834417934
95480,12044534,64,188195.84375
95482,820470097,33276,24656.51211083063
95485,43482036,2671,16279.30962186447
95486,3245414,71,45710.05633802817
95488,9004301,240,37517.92083333333
95490,260617060,14227,18318.483165811485
95492,1220916250,27819,43887.85542255293
95493,3815021,218,17500.096330275228
95494,8153181,291,28017.80412371134
95497,43428648,1159,37470.79206212252
95501,429316455,23323,18407.428504051793
95503,617516938,24488,25217.124224109768
95511,1682817,268,6279.167910447762
95514,2520765,228,11055.986842105263
95519,501439207,18421,27221.063297323708
95521,402022246,21581,18628.52722302025
95524,99822726,1691,59031.771732702546
95525,47937786,1701,28182.119929453263
95526,8645222,520,16625.426923076924
95527,4554154,556,8190.924460431655
95528,21153951,996,21238.906626506025
95531,413384780,23223,17800.662274469276
95536,87464474,2753,31770.604431529242
95537,5332187,313,17035.741214057507
95538,6741452,635,10616.459842519685
95540,330865341,14055,23540.75709711846
95542,45839855,2519,18197.63993648273
95543,15414134,738,20886.360433604335
95545,2656086,170,15624.035294117648
95546,27879593,3641,7657.125240318594
95547,42803910,1270,33703.86614173228
95548,9945585,1205,8253.597510373444
95549,24413318,898,27186.322939866368
95550,2771018,151,18351.112582781458
95551,36118727,1871,19304.504008551576
95552,3623803,552,6564.860507246377
95553,13180254,1054,12504.984819734345
95554,4658915,297,15686.582491582492
95555,3032109,415,7306.286746987952
95556,7866423,650,12102.18923076923
95558,8031745,548,14656.46897810219
95559,1656841,163,10164.668711656443
95560,40775148,1548,26340.53488372093
95562,57818519,3475,16638.42273381295
95563,10135782,589,17208.458404074703
95564,6627896,438,15132.182648401826
95565,14750253,875,16857.432
95567,44946455,1931,23276.258415328844
95568,1666542,164,10161.841463414634
95569,3746260,211,17754.78672985782
95570,77770677,2543,30582.25599685411
95571,3225300,297,10859.59595959596
95573,41030002,1750,23445.715428571428
95585,3620897,471,7687.67940552017
95587,2577079,144,17896.381944444445
95589,23600564,1648,14320.730582524271
95595,2133729,146,14614.582191780823
95601,11559735,284,40703.292253521126
95602,793697016,18364,43220.2687867567
95603,1137562224,28021,40596.77470468577
95604,107020965,49,2184101.326530612
95605,297268436,14204,20928.501548859476
95607,21451896,311,68977.1575562701
95608,2441186729,65367,37345.858445392936
95610,1155223015,46592,24794.450012877747
95612,88878481,1317,67485.5588458618
95613,12304908,135,91147.46666666666
95614,159948209,3891,41107.22410691339
95615,21862027,762,28690.324146981628
95616,1660881154,51003,32564.38158539694
95618,1434311634,27472,52209.94590856144
95619,184924654,4816,38397.97632890366
95620,715520738,21439,33374.72540696861
95621,1049765847,42941,24446.702382338557
95623,161683337,4267,37891.57183032575
95624,2311850349,66575,34725.50280135186
95625,11388866,175,65079.23428571429
95626,166014752,5766,28792.01387443635
95627,103901360,3899,26648.20723262375
95628,1973226733,42824,46077.59043994022
95629,32915178,1036,31771.407335907337
95630,4249279365,74787,56818.42251995668
95631,216113898,6362,33969.49041182018
95632,900049038,31470,28600.223641563392
95633,83837990,3017,27788.52833941001
95634,83965212,3109,27007.14441942747
95635,35036779,1236,28346.90857605178
95636,22849736,1109,20603.90982867448
95637,8375752,322,26011.652173913044
95638,81757060,2295,35623.99128540305
95639,6941794,273,25427.81684981685
95640,268731782,12831,20943.94684747876
95641,49929631,2266,22034.259046778465
95642,221879697,7544,29411.41264581124
95645,34362071,1715,20036.193002915454
95646,7963950,188,42361.436170212764
95648,2277116702,54483,41794.994805719216
95650,1042549929,13446,77536.06492637216
95651,89801467,763,117695.23853211009
95652,10357584,914,11332.148796498906
95653,10982586,579,18968.19689119171
95658,385866623,6532,59073.27357624005
95659,22687410,724,31336.201657458565
95660,602024295,35368,17021.72288509387
95661,1482740669,32847,45140.824702408136
95662,1150633250,32688,35200.47876896721
95663,239615131,2905,82483.69397590362
95664,57013880,1329,42899.834462001505
95665,134232491,4657,28823.811681339917
95666,127309672,5398,23584.600222304558
95667,1257924412,37283,33739.892497921304
95668,30347965,872,34802.7121559633
95669,109525982,2431,45053.879884821064
95670,1692680455,57988,29190.18512450852
95671,48090,5667,8.485971413446268
95672,259380277,4700,55187.2929787234
95673,367659231,16290,22569.62744014733
95674,31128755,855,36407.90058479532
95675,6092308,390,15621.302564102563
95676,9524332,120,79369.43333333333
95677,1192922120,28351,42076.897463934256
95678,1460633712,45136,32360.7256292095
95679,5798671,91,63721.65934065934
95680,3084355,121,25490.537190082643
95681,31354366,1324,23681.545317220545
95682,1371258354,30233,45356.34419343102
95683,382107094,6550,58336.96091603053
95684,75262347,3283,22924.869631434663
95685,166789633,4542,36721.62769704976
95686,17376505,1338,12986.924514200298
95687,2106417590,69837,30161.91402838037
95688,1622217679,39571,40995.11457885826
95689,46583650,1274,36564.87441130298
95690,70836421,2270,31205.4718061674
95691,1343518118,39849,33715.22793545635
95692,138862028,4975,27911.965427135678
