Year,Zip Code,Total,BEVs,PHEVs,EV_Share,EV_PHEV_Total,EV_PHEV_Share
2019,90095,1138,341.0,5.0,0.29964850615114236,346.0,0.30404217926186294
2019,90201,61145,42.0,78.0,0.0006868918145392101,120.0,0.0019625480415406
2019,90210,18728,720.0,328.0,0.03844510892780863,1048.0,0.05595899188381034
2019,90211,8856,196.0,126.0,0.022131887985546522,322.0,0.03635953026196929
2019,90212,10524,226.0,154.0,0.021474724439376664,380.0,0.03610794374762448
2019,90220,36155,60.0,59.0,0.001659521504632831,119.0,0.003291384317521781
2019,90221,36797,26.0,38.0,0.0007065793407071228,64.0,0.0017392722232790717
2019,90222,19947,7.0,22.0,0.00035092996440567504,29.0,0.0014538527096806537
2019,90230,24657,244.0,272.0,0.009895769963904774,516.0,0.0209271200876019
2019,90232,13199,197.0,188.0,0.014925373134328358,385.0,0.02916887643003258
2019,90240,21030,87.0,130.0,0.004136947218259629,217.0,0.010318592486923442
2019,90241,34410,95.0,162.0,0.0027608253414705027,257.0,0.007468759081662307
2019,90242,31459,52.0,123.0,0.001652945103150132,175.0,0.00556279602021679
2019,90245,16361,286.0,185.0,0.01748059409571542,471.0,0.02878797139539148
2019,90247,35250,70.0,112.0,0.0019858156028368795,182.0,0.005163120567375887
2019,90248,14616,178.0,81.0,0.012178434592227696,259.0,0.017720306513409962
2019,90249,22064,68.0,66.0,0.0030819434372733865,134.0,0.0060732414793328495
2019,90250,66467,234.0,318.0,0.003520544029367957,552.0,0.008304873094919283
2019,90254,16251,502.0,373.0,0.030890406744200356,875.0,0.05384284044058827
2019,90255,45121,32.0,73.0,0.0007092041399791671,105.0,0.002327076084306642
2019,90260,24876,62.0,106.0,0.0024923621160958353,168.0,0.006753497346840328
2019,90262,44931,31.0,75.0,0.0006899468073267899,106.0,0.002359172954085153
2019,90263,374,14.0,1.0,0.0374331550802139,15.0,0.040106951871657755
2019,90265,15235,520.0,285.0,0.03413193304890056,805.0,0.052838857893009517
2019,90266,29685,1240.0,825.0,0.04177193868957386,2065.0,0.06956375273707259
2019,90270,17557,13.0,19.0,0.0007404454063906134,32.0,0.0018226348464999715
2019,90272,18834,781.0,479.0,0.04146755867048954,1260.0,0.0669002867155145
2019,90274,24403,687.0,552.0,0.028152276359464,1239.0,0.05077244601073638
2019,90275,36250,703.0,702.0,0.019393103448275863,1405.0,0.038758620689655174
2019,90277,30086,471.0,486.0,0.01565512198364688,957.0,0.03180881473110417
2019,90278,32562,548.0,582.0,0.01682943308150605,1130.0,0.0347030280695289
2019,90280,64822,52.0,106.0,0.0008021967850421153,158.0,0.0024374440776279657
2019,90290,5633,144.0,160.0,0.02556364281910172,304.0,0.05396769039588141
2019,90291,19296,435.0,442.0,0.02254353233830846,877.0,0.04544983416252073
2019,90292,18862,376.0,346.0,0.019934259357438235,722.0,0.03827801929805959
2019,90293,9844,135.0,133.0,0.013713937423811459,268.0,0.027224705404307194
2019,90301,24921,55.0,51.0,0.0022069740379599533,106.0,0.004253440873159183
2019,90302,19374,49.0,74.0,0.0025291627954991225,123.0,0.006348714772375349
2019,90303,17079,17.0,35.0,0.0009953744364424146,52.0,0.003044674746765033
2019,90304,18330,13.0,30.0,0.0007092198581560284,43.0,0.0023458810692853246
2019,90305,11303,33.0,38.0,0.002919578872865611,71.0,0.00628151818101389
2019,90401,6718,225.0,104.0,0.0334921107472462,329.0,0.048972908603751114
2019,90402,9089,413.0,274.0,0.04543954230388381,687.0,0.075585873033337
2019,90403,18609,343.0,330.0,0.018431941533666507,673.0,0.03616529636197539
2019,90404,15720,272.0,189.0,0.017302798982188294,461.0,0.029325699745547072
2019,90405,21147,411.0,403.0,0.01943538090509292,814.0,0.03849245755899182
2019,90501,37197,335.0,337.0,0.009006102642686238,672.0,0.018065973062343737
2019,90502,14984,71.0,97.0,0.004738387613454352,168.0,0.011211959423384944
2019,90503,36368,305.0,407.0,0.008386493620765509,712.0,0.01957765068191817
2019,90504,27816,145.0,257.0,0.0052128271498418175,402.0,0.014452113891285591
2019,90505,31396,291.0,369.0,0.009268696649254683,660.0,0.021021786214804435
2019,90506,61,1.0,2.0,0.01639344262295082,3.0,0.04918032786885246
2019,90601,26469,123.0,159.0,0.00464694548339567,282.0,0.010653972571687634
2019,90602,17502,58.0,75.0,0.0033139069820591932,133.0,0.007599131527825391
2019,90603,16868,72.0,120.0,0.0042684372776855585,192.0,0.01138249940716149
2019,90604,30093,60.0,138.0,0.0019938191606021336,198.0,0.0065796032299870405
2019,90605,32155,83.0,113.0,0.002581247084434769,196.0,0.006095475042761624
2019,90606,24399,39.0,78.0,0.0015984261650067626,117.0,0.004795278495020288
2019,90620,38439,158.0,232.0,0.004110408699497906,390.0,0.01014594552407711
2019,90621,27732,101.0,196.0,0.0036420020193278523,297.0,0.010709649502379922
2019,90623,13255,111.0,152.0,0.008374198415692192,263.0,0.01984156921916258
2019,90630,41486,321.0,368.0,0.007737550016873162,689.0,0.0166080123415128
2019,90631,54578,238.0,311.0,0.004360731430246619,549.0,0.010058998131115101
2019,90638,40796,178.0,253.0,0.004363172860084322,431.0,0.010564761251103049
2019,90639,117,0.0,0.0,0.0,0.0,0.0
2019,90640,49701,89.0,214.0,0.0017907084364499708,303.0,0.00609645681173417
2019,90650,76560,136.0,252.0,0.0017763845350052246,388.0,0.005067920585161964
2019,90660,48537,66.0,119.0,0.001359787378700785,185.0,0.0038115252281764427
2019,90670,21167,91.0,118.0,0.004299144895355979,209.0,0.009873860254169226
2019,90680,23301,56.0,88.0,0.002403330329170422,144.0,0.006179992275009656
2019,90701,11945,37.0,51.0,0.0030975303474257013,88.0,0.007367099204688154
2019,90703,45235,427.0,525.0,0.009439593235326628,952.0,0.02104565049187576
2019,90704,3281,110.0,3.0,0.03352636391344102,113.0,0.034440719292898506
2019,90706,55656,89.0,175.0,0.0015991088112692253,264.0,0.004743423889607589
2019,90710,19884,71.0,106.0,0.003570710118688393,177.0,0.008901629450814725
2019,90712,26260,118.0,180.0,0.004493526275704493,298.0,0.011348057882711348
2019,90713,23681,90.0,159.0,0.0038005151809467506,249.0,0.01051475866728601
2019,90715,14758,38.0,68.0,0.00257487464426074,106.0,0.007182545060306275
2019,90716,9466,9.0,20.0,0.0009507711810690894,29.0,0.003063596027889288
2019,90717,16873,70.0,110.0,0.004148639838795709,180.0,0.010667931014046108
2019,90720,20976,236.0,346.0,0.011250953470633105,582.0,0.027745995423340962
2019,90723,38696,46.0,98.0,0.0011887533595203639,144.0,0.003721314864585487
2019,90731,41863,162.0,232.0,0.003869765664190335,394.0,0.00941165229438884
2019,90732,17000,97.0,128.0,0.005705882352941176,225.0,0.013235294117647059
2019,90740,21787,319.0,282.0,0.014641758847018864,601.0,0.02758525726350576
2019,90742,1037,13.0,12.0,0.01253616200578592,25.0,0.024108003857280617
2019,90743,405,7.0,5.0,0.01728395061728395,12.0,0.02962962962962963
2019,90744,38298,46.0,63.0,0.001201107107420753,109.0,0.0028461016241056974
2019,90745,46096,74.0,171.0,0.0016053453661922944,245.0,0.005314994793474488
2019,90746,23512,64.0,87.0,0.0027220142905750254,151.0,0.0064222524668254505
2019,90747,52,0.0,0.0,0.0,0.0,0.0
2019,90755,11838,87.0,133.0,0.007349214394323365,220.0,0.018584220307484373
2019,90802,23521,122.0,217.0,0.0051868543004123975,339.0,0.01441265252327707
2019,90803,25700,447.0,466.0,0.017392996108949416,913.0,0.03552529182879378
2019,90804,22972,77.0,143.0,0.0033519066689883335,220.0,0.009576876197109525
2019,90805,62061,70.0,133.0,0.0011279225278355166,203.0,0.0032709753307229982
2019,90806,29627,86.0,102.0,0.002902757619738752,188.0,0.0063455631687312246
2019,90807,25719,242.0,290.0,0.009409386057000662,532.0,0.020685096621175007
2019,90808,33410,281.0,361.0,0.008410655492367554,642.0,0.019215803651601318
2019,90810,27506,38.0,68.0,0.0013815167599796408,106.0,0.003853704646258998
2019,90813,29780,58.0,72.0,0.0019476158495634653,130.0,0.004365345869711216
2019,90814,13376,150.0,223.0,0.011214114832535885,373.0,0.027885765550239236
2019,90815,30758,257.0,378.0,0.008355549775668119,635.0,0.020645035437934847
2019,90822,16,0.0,0.0,0.0,0.0,0.0
2019,90831,97,0.0,1.0,0.0,1.0,0.010309278350515464
2019,90840,85,3.0,0.0,0.03529411764705882,3.0,0.03529411764705882
2019,91001,29972,367.0,394.0,0.012244761777659149,761.0,0.025390364340050715
2019,91006,26717,369.0,354.0,0.013811430924130704,723.0,0.027061421566792677
2019,91007,23781,279.0,286.0,0.011732055001892268,565.0,0.02375846263824061
2019,91008,1128,25.0,14.0,0.022163120567375887,39.0,0.034574468085106384
2019,91010,21078,82.0,123.0,0.003890312173830534,205.0,0.009725780434576335
2019,91011,18702,462.0,341.0,0.0247032402951556,803.0,0.04293658432253235
2019,91016,33068,220.0,284.0,0.006652957542034595,504.0,0.015241320914479255
2019,91020,6023,32.0,53.0,0.005312966959986717,85.0,0.014112568487464719
2019,91024,9333,150.0,136.0,0.016072002571520413,286.0,0.03064395156969892
2019,91030,19703,323.0,291.0,0.01639344262295082,614.0,0.03116276709130589
2019,91040,18615,118.0,184.0,0.006338973945742681,302.0,0.016223475691646522
2019,91042,22599,101.0,189.0,0.004469224301960264,290.0,0.012832426213549273
2019,91046,154,1.0,0.0,0.006493506493506494,1.0,0.006493506493506494
2019,91101,13359,131.0,174.0,0.009806123212815331,305.0,0.0228310502283105
2019,91103,19096,203.0,146.0,0.01063049853372434,349.0,0.01827607875994973
2019,91104,26122,248.0,260.0,0.009493913176632724,508.0,0.019447209248908966
2019,91105,11404,247.0,209.0,0.02165906699403718,456.0,0.03998596983514556
2019,91106,17564,234.0,189.0,0.013322705534046915,423.0,0.024083352311546343
2019,91107,27885,328.0,348.0,0.011762596377980994,676.0,0.024242424242424242
2019,91108,11184,364.0,215.0,0.032546494992846925,579.0,0.05177038626609442
2019,91125,112,0.0,2.0,0.0,2.0,0.017857142857142856
2019,91201,18696,109.0,200.0,0.005830124090714591,309.0,0.01652759948652118
2019,91202,17593,149.0,204.0,0.008469277553572444,353.0,0.020064798499403173
2019,91203,11108,66.0,97.0,0.005941663665826431,163.0,0.014674108750450126
2019,91204,12198,58.0,108.0,0.004754877848827677,166.0,0.013608788325955074
2019,91205,24249,97.0,200.0,0.004000164955255887,297.0,0.012247927749597922
2019,91206,25033,211.0,290.0,0.00842887388646986,501.0,0.0200135820716654
2019,91207,8466,104.0,129.0,0.012284431845027168,233.0,0.02752185211433971
2019,91208,14142,176.0,196.0,0.012445198698911045,372.0,0.026304624522698345
2019,91210,279,11.0,6.0,0.03942652329749104,17.0,0.06093189964157706
2019,91214,26778,200.0,313.0,0.0074688176861602805,513.0,0.019157517365001122
2019,91301,22631,280.0,347.0,0.012372409526755336,627.0,0.027705359904555697
2019,91302,23403,627.0,422.0,0.026791436995257017,1049.0,0.04482331325043798
2019,91303,19181,45.0,81.0,0.002346071633387206,126.0,0.006569000573484177
2019,91304,37157,164.0,269.0,0.004413704012702855,433.0,0.011653255106709368
2019,91306,35217,102.0,199.0,0.0028963284777238267,301.0,0.008547008547008548
2019,91307,21524,257.0,303.0,0.0119401598215945,560.0,0.026017468871956884
2019,91311,33498,220.0,336.0,0.00656755627201624,556.0,0.01659800585109559
2019,91316,21917,288.0,310.0,0.01314048455536798,598.0,0.027284756125382125
2019,91320,39849,402.0,369.0,0.01008808251148084,771.0,0.019348038846646088
2019,91321,26740,113.0,204.0,0.004225878833208676,317.0,0.011854899027673896
2019,91324,22189,118.0,211.0,0.005317950335751949,329.0,0.014827166614088061
2019,91325,25435,183.0,275.0,0.00719481030076666,458.0,0.01800668370355809
2019,91326,30270,457.0,582.0,0.015097456227287743,1039.0,0.03432441361083581
2019,91330,220,70.0,1.0,0.3181818181818182,71.0,0.32272727272727275
2019,91331,75854,54.0,175.0,0.0007118939014422443,229.0,0.003018957470930999
2019,91335,55937,144.0,291.0,0.0025743246867011103,435.0,0.007776605824409604
2019,91340,26491,37.0,77.0,0.001396700766297988,114.0,0.004303348306972179
2019,91342,74732,162.0,312.0,0.002167746079323449,474.0,0.006342664454316758
2019,91343,44085,144.0,247.0,0.0032664171486900305,391.0,0.00886922989679029
2019,91344,44106,341.0,486.0,0.007731374416179205,827.0,0.018750283408153087
2019,91345,16162,29.0,71.0,0.0017943323846058656,100.0,0.006187353050365054
2019,91350,32866,235.0,417.0,0.007150246455303353,652.0,0.019838130590884198
2019,91351,27858,105.0,218.0,0.003769114796467801,323.0,0.011594515040562855
2019,91352,39970,98.0,135.0,0.0024518388791593695,233.0,0.005829372029021766
2019,91354,25449,288.0,514.0,0.011316751149357538,802.0,0.031514008408974815
2019,91355,29047,250.0,364.0,0.008606740799394086,614.0,0.021138155403311872
2019,91356,23721,298.0,345.0,0.012562708148897601,643.0,0.02710678301926563
2019,91360,36872,229.0,337.0,0.0062106747667606856,566.0,0.015350401388587545
2019,91361,19052,310.0,256.0,0.016271257610749528,566.0,0.029708167121562042
2019,91362,34817,417.0,453.0,0.011976907832380734,870.0,0.024987793319355488
2019,91364,22825,340.0,374.0,0.014895947426067908,714.0,0.031281489594742605
2019,91367,34231,321.0,445.0,0.009377464871023342,766.0,0.022377377231164734
2019,91371,41,4.0,0.0,0.0975609756097561,4.0,0.0975609756097561
2019,91377,11935,139.0,165.0,0.011646418098031002,304.0,0.02547130289065773
2019,91381,15805,243.0,383.0,0.015374881366656122,626.0,0.03960771907624169
2019,91384,19676,109.0,213.0,0.005539743850376093,322.0,0.016365114860744052
2019,91387,33938,177.0,350.0,0.005215392775060404,527.0,0.01552831634156403
2019,91390,17930,96.0,206.0,0.0053541550474065815,302.0,0.016843279419966536
2019,91401,29103,199.0,333.0,0.006837783046421331,532.0,0.018279902415558533
2019,91402,45351,55.0,119.0,0.0012127626733699367,174.0,0.0038367400939339816
2019,91403,19965,338.0,406.0,0.01692962684698222,744.0,0.037265214124718254
2019,91405,41423,273.0,431.0,0.006590541486613717,704.0,0.016995389035077132
2019,91406,41564,166.0,303.0,0.003993840823789818,469.0,0.011283803291309787
2019,91411,16789,93.0,161.0,0.0055393412353326585,254.0,0.015128953481446186
2019,91423,25010,391.0,458.0,0.01563374650139944,849.0,0.033946421431427426
2019,91436,14688,491.0,410.0,0.03342864923747277,901.0,0.061342592592592594
2019,91501,15891,115.0,163.0,0.00723680070480146,278.0,0.017494179095085268
2019,91502,9340,57.0,79.0,0.006102783725910064,136.0,0.014561027837259101
2019,91504,21280,155.0,223.0,0.007283834586466165,378.0,0.017763157894736842
2019,91505,26681,255.0,267.0,0.00955736291743188,522.0,0.019564484089801732
2019,91506,16225,144.0,167.0,0.008875192604006163,311.0,0.019167950693374423
2019,91601,25974,128.0,238.0,0.004928004928004928,366.0,0.014091014091014091
2019,91602,15236,191.0,237.0,0.012536098713573116,428.0,0.028091362562352323
2019,91604,23787,447.0,500.0,0.018791777021061926,947.0,0.03981166183209316
2019,91605,42375,114.0,189.0,0.0026902654867256635,303.0,0.007150442477876106
2019,91606,31107,113.0,195.0,0.003632622882309448,308.0,0.009901308387179734
2019,91607,21625,170.0,289.0,0.007861271676300578,459.0,0.02122543352601156
2019,91608,325,4.0,0.0,0.012307692307692308,4.0,0.012307692307692308
2019,91701,34167,120.0,205.0,0.003512160856967249,325.0,0.009512102320952967
2019,91702,44291,164.0,238.0,0.003702783861281073,402.0,0.009076336050213362
2019,91706,60437,161.0,169.0,0.002663931035623873,330.0,0.0054602313152539005
2019,91708,7808,78.0,105.0,0.009989754098360656,183.0,0.0234375
2019,91709,64263,536.0,717.0,0.008340724833885751,1253.0,0.0194980004045874
2019,91710,69503,301.0,464.0,0.004330748313022459,765.0,0.011006719134425852
2019,91711,26436,438.0,357.0,0.016568315932818885,795.0,0.030072628234226056
2019,91722,28144,48.0,124.0,0.0017055144968732233,172.0,0.00611142694712905
2019,91723,14603,56.0,86.0,0.003834828459905499,142.0,0.009724029309046086
2019,91724,21930,80.0,151.0,0.00364797081623347,231.0,0.010533515731874145
2019,91730,53511,169.0,305.0,0.0031582291491469043,474.0,0.008857991814767057
2019,91731,20969,64.0,72.0,0.0030521245648338024,136.0,0.00648576470027183
2019,91732,41929,70.0,158.0,0.001669488897898829,228.0,0.005437763838870471
2019,91733,32416,66.0,94.0,0.002036031589338598,160.0,0.004935834155972359
2019,91737,21193,126.0,181.0,0.005945359316755532,307.0,0.014485915160666258
2019,91739,30617,238.0,347.0,0.007773459189339256,585.0,0.019107032041022962
2019,91740,21424,91.0,137.0,0.00424757281553398,228.0,0.010642270351008214
2019,91741,23280,157.0,240.0,0.006743986254295533,397.0,0.017053264604810995
2019,91744,63820,65.0,143.0,0.0010184895017235976,208.0,0.003259166405515512
2019,91745,45929,270.0,407.0,0.005878638768534041,677.0,0.014740142393694616
2019,91746,26468,55.0,93.0,0.0020779809581381293,148.0,0.005591657850989875
2019,91748,38048,296.0,354.0,0.007779646761984861,650.0,0.01708368376787216
2019,91750,29356,174.0,267.0,0.005927238043330154,441.0,0.015022482627060907
2019,91752,30457,96.0,140.0,0.003151984765406967,236.0,0.007748629214958795
2019,91754,26988,190.0,208.0,0.007040165999703572,398.0,0.014747295094115903
2019,91755,21371,118.0,155.0,0.0055215010996209814,273.0,0.012774320340648543
2019,91759,436,2.0,2.0,0.0045871559633027525,4.0,0.009174311926605505
2019,91761,55035,128.0,254.0,0.0023257926773871175,382.0,0.006941037521577178
2019,91762,46818,73.0,162.0,0.0015592293562305096,235.0,0.005019436968687257
2019,91763,29813,49.0,102.0,0.001643578304766377,151.0,0.00506490457183108
2019,91764,39081,65.0,109.0,0.0016632123026534633,174.0,0.004452291394795425
2019,91765,39486,497.0,573.0,0.012586739603910246,1070.0,0.02709821202451502
2019,91766,52119,148.0,201.0,0.002839655403979355,349.0,0.006696214432356722
2019,91767,35579,71.0,131.0,0.001995559178166896,202.0,0.005677506394221311
2019,91768,24741,91.0,94.0,0.0036781051695566063,185.0,0.0074774665534942
2019,91770,51122,217.0,263.0,0.004244747858065021,480.0,0.009389304017839677
2019,91773,29602,163.0,264.0,0.005506384703736234,427.0,0.014424701033713938
2019,91775,18428,204.0,206.0,0.01107011070110701,410.0,0.0222487518992837
2019,91776,30103,144.0,196.0,0.004783576387735441,340.0,0.011294555359930904
2019,91780,28035,274.0,262.0,0.009773497413946852,536.0,0.019118958444801142
2019,91784,25287,164.0,299.0,0.0064855459326926875,463.0,0.01830980345632143
2019,91786,40542,124.0,242.0,0.003058556558630556,366.0,0.009027675003699867
2019,91789,37681,447.0,445.0,0.011862742496218253,892.0,0.023672407844802422
2019,91790,36167,150.0,209.0,0.004147427212652418,359.0,0.009926175795614786
2019,91791,27399,171.0,259.0,0.00624110368991569,430.0,0.015694003430782144
2019,91792,22326,98.0,125.0,0.004389501030189018,223.0,0.009988354385021948
2019,91801,38105,181.0,273.0,0.004750032804093951,454.0,0.011914446922975988
2019,91803,23635,125.0,178.0,0.0052887666596149775,303.0,0.012819970382906706
2019,91901,15665,72.0,76.0,0.0045962336418767956,148.0,0.00944781359719119
2019,91902,16903,96.0,77.0,0.005679465183695202,173.0,0.010234869549784063
2019,91905,2353,0.0,3.0,0.0,3.0,0.0012749681257968552
2019,91906,4782,5.0,8.0,0.0010455876202425764,13.0,0.0027185278126306985
2019,91910,62376,176.0,175.0,0.002821598050532256,351.0,0.005627164293959215
2019,91911,70658,97.0,114.0,0.0013728098729089418,211.0,0.002986215290554502
2019,91913,36822,149.0,187.0,0.004046493943837923,336.0,0.009124979631741893
2019,91914,14194,134.0,110.0,0.009440608707904748,244.0,0.01719036212484148
2019,91915,22603,108.0,133.0,0.004778126797327789,241.0,0.01066230146440738
2019,91916,2690,5.0,3.0,0.0018587360594795538,8.0,0.002973977695167286
2019,91917,995,3.0,4.0,0.003015075376884422,7.0,0.007035175879396985
2019,91931,635,0.0,0.0,0.0,0.0,0.0
2019,91932,18413,77.0,33.0,0.004181828056264596,110.0,0.005974040080377994
2019,91934,867,2.0,3.0,0.002306805074971165,5.0,0.0057670126874279125
2019,91935,9429,56.0,52.0,0.005939123979213066,108.0,0.01145402481705377
2019,91941,27278,216.0,170.0,0.007918469095974778,386.0,0.014150597551140114
2019,91942,30100,108.0,121.0,0.0035880398671096344,229.0,0.007607973421926911
2019,91945,22028,40.0,47.0,0.0018158707100054477,87.0,0.003949518794261849
2019,91948,227,0.0,1.0,0.0,1.0,0.004405286343612335
2019,91950,43589,64.0,43.0,0.0014682603409116978,107.0,0.002454747757461745
2019,91962,2604,4.0,10.0,0.0015360983102918587,14.0,0.005376344086021506
2019,91963,2192,1.0,0.0,0.0004562043795620438,1.0,0.0004562043795620438
2019,91977,48026,107.0,108.0,0.002227959855078499,215.0,0.004476741764877358
2019,91978,8319,21.0,19.0,0.0025243418680129825,40.0,0.004808270224786633
2019,91980,3479,1.0,2.0,0.0002874389192296637,3.0,0.0008623167576889911
2019,92003,5324,36.0,41.0,0.0067618332081141996,77.0,0.014462809917355372
2019,92004,4979,11.0,8.0,0.0022092789716810605,19.0,0.0038160273147218315
2019,92007,9807,138.0,112.0,0.014071581523401652,250.0,0.02549199551340879
2019,92008,25475,291.0,221.0,0.011422963689892051,512.0,0.020098135426889107
2019,92009,36459,588.0,496.0,0.016127705093392578,1084.0,0.029732027757206726
2019,92010,13816,143.0,154.0,0.010350318471337579,297.0,0.021496815286624203
2019,92011,20351,298.0,256.0,0.014643015085253796,554.0,0.027222249520908064
2019,92014,13094,413.0,213.0,0.03154116389185887,626.0,0.047808156407514894
2019,92019,35963,128.0,131.0,0.0035592136362372438,259.0,0.007201846342073798
2019,92020,45839,116.0,141.0,0.002530596217194965,257.0,0.005606579550164707
2019,92021,52049,107.0,113.0,0.002055755153797383,220.0,0.00422678629752733
2019,92024,45842,729.0,549.0,0.015902447537192967,1278.0,0.027878364818288905
2019,92025,38940,150.0,160.0,0.003852080123266564,310.0,0.007960965588084233
2019,92026,41263,168.0,230.0,0.004071444150934251,398.0,0.009645445071856142
2019,92027,43122,153.0,160.0,0.0035480729094197858,313.0,0.00725847595195028
2019,92028,43567,156.0,262.0,0.0035806918080198316,418.0,0.009594417793283908
2019,92029,21736,152.0,177.0,0.006993006993006993,329.0,0.01513617960986382
2019,92036,4876,5.0,13.0,0.001025430680885972,18.0,0.0036915504511894994
2019,92037,32094,936.0,397.0,0.029164329781267526,1333.0,0.0415342431607154
2019,92040,38204,66.0,112.0,0.0017275677939482777,178.0,0.004659197989739294
